species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Fe 2,4630.619778625375,4630.6276,4630.38,4630.88,0.3085649013519287,0.23399999999999999,0.98966545,0.9899218,0.6914350986480713,0.766,-2.33,2.8067,4.5,5.4841,4.5,1.31,1.32,1.31,8.46,-6.53,178.257,23047827947.45596,True
Fe 1,4631.416424563087,4631.4164,4631.25,4631.58,0.5189628601074219,0.269,0.9890298,0.9892441,0.4810371398925781,0.731,-2.587,2.2786,2.0,4.9556,3.0,1.51,1.5,1.5,8.65,-5.89,416.254,10741496938.248966,True
Fe 1,4632.775411237829,4632.7855,4632.65,4632.9,0.8097265958786011,0.738,0.9863838,0.98695016,0.19027340412139893,0.262,-1.658,4.5485,4.0,7.2247,5.0,1.25,1.27,1.31,8.45,-5.37,-7.41,1376809590.6335814,True
Cr 1,4633.436415602643,4633.4363,4633.33,4633.55,0.8747442364692688,0.739,0.9849765,0.98886377,0.1252557635307312,0.261,-0.485,3.5561,2.0,6.232,3.0,1.19,1.32,1.46,7.98,-5.24,-7.69,588332349.4972012,True
Fe 1,4634.181323357456,4634.2087,4633.96,4634.44,0.3463292121887207,0.20699999999999996,0.98939025,0.97830176,0.6536707878112793,0.793,-2.913,1.6079,2.0,4.2833,2.0,0.67,1.0,0.83,8.16,-6.11,295.259,17433692635.664875,True
Cr 1,4634.5521215351155,4634.5526,4634.45,4634.66,0.916809618473053,0.817,0.9779687,0.9889074,0.08319038152694702,0.183,-1.11,3.1251,3.0,5.8004,4.0,1.49,1.63,1.84,8.06,-5.26,767.232,214044434.9879265,True
Fe 1,4635.036325860187,4635.0522,4634.89,4635.18,0.799429178237915,0.6759999999999999,0.9899424,0.98990464,0.20057082176208496,0.324,-3.03,3.0176,3.0,5.6925,3.0,0.76,0.93,0.84,7.8,-6.09,293.26,1449103515.9860113,True
Cr 2,4635.36783115298,4635.3678,4635.21,4635.52,0.5827944278717041,0.42800000000000005,0.9897901,0.98915535,0.4172055721282959,0.572,-0.99,4.0722,1.5,6.747,0.5,0.41,0.01,0.51,0.0,0.0,231.236,7799316116.814509,True
Fe 1,4636.010951904558,4636.011,4635.88,4636.14,0.7686703205108643,0.5780000000000001,0.98864204,0.9878837,0.23132967948913574,0.422,-1.201,4.6382,1.0,7.3126,2.0,2.5,1.65,1.22,8.52,-4.41,-7.45,2138300635.2331047,True
V 1,4636.487230460342,4636.4719,4636.38,4636.49,0.9490832686424255,0.872,0.98906934,0.9493564,0.05091673135757446,0.128,-1.92,0.0686,4.5,2.7427,4.5,1.33,1.16,1.25,6.81,-6.15,258.243,40613353.38915041,True
Fe 2,4636.613697669811,4636.615,4636.38,4636.72,0.8806734681129456,0.855,0.98906934,0.9852827,0.11932653188705444,0.145,-1.578,5.9561,2.5,8.6301,3.5,1.2,1.13,1.04,8.65,-6.58,220.208,430691748.09573436,True
Fe 1,4636.91446795722,4636.9141,4636.82,4637.0,0.9328300952911377,0.839,0.9858294,0.9722249,0.0671699047088623,0.161,-3.59,2.8654,3.0,5.5392,4.0,1.51,1.5,1.49,7.98,-5.41,800.228,120212321.77076377,True
Fe 1,4637.144318580551,4637.1444,4637.01,4637.28,0.6062319278717041,0.34099999999999997,0.9719279,0.98495716,0.3937680721282959,0.659,-2.358,2.845,1.0,5.5188,2.0,1.49,1.89,2.09,7.92,-5.95,277.252,6914194985.064757,True
Ti 2,4637.62032303908,4637.6203,4637.51,4637.73,0.8725159168243408,0.743,0.9866601,0.98625624,0.12748408317565918,0.257,-3.23,1.1649,1.5,3.8384,2.5,1.74,1.03,0.5,8.38,-6.5,-7.84,607654094.2962866,True
Cr 1,4638.471967180955,4638.4716,4638.35,4638.6,0.8223973512649536,0.63,0.9874663,0.97860694,0.1776026487350464,0.37,-1.243,2.5443,3.0,5.2172,4.0,0.93,0.94,0.97,6.97,-6.16,-7.81,1153223104.2642112,True
Fe 1,4638.801629675844,4638.8016,4638.61,4638.94,0.4561638832092285,0.261,0.9792651,0.92513394,0.5438361167907715,0.739,-1.39,3.283,1.0,5.9558,2.0,1.5,0.99,0.74,7.89,-5.31,917.226,12923746515.779171,True
Cr 1,4639.07003727123,4639.0588,4638.95,4639.18,0.6102547645568848,0.40900000000000003,0.92276204,0.8091876,0.38974523544311523,0.591,-0.719,2.5446,4.0,5.2172,4.0,1.13,0.94,1.04,6.97,-6.16,-7.81,3938966174.4590616,True
Fe 1,4639.307643568065,4639.3084,4639.19,4639.53,0.46848368644714355,0.273,0.8100188,0.98990434,0.5315163135528564,0.727,-1.119,3.6025,3.0,6.275,3.0,1.66,1.69,1.67,8.24,-5.11,755.294,10489416049.296677,True
Fe 1,4639.837017567896,4639.8371,4639.71,4639.96,0.8621024489402771,0.724,0.988638,0.988908,0.1378975510597229,0.276,-1.564,4.607,2.0,7.2791,3.0,1.84,1.26,0.68,8.48,-3.81,-7.37,686357605.6733834,True
Ti 1,4640.663137126468,4640.6619,4640.53,4640.78,0.6770734786987305,0.387,0.9863342,0.86672634,0.32292652130126953,0.613,-0.05,1.7393,2.0,4.411,2.0,1.82,1.53,1.68,8.07,-5.84,-7.74,3330277300.4028563,True
Cr 1,4640.793037040882,4640.8062,4640.79,4640.78,0.8658715784549713,0.735,0.86638176,0.86672634,0.1341284215450287,0.265,-0.91,3.1107,2.0,5.7823,3.0,1.5,1.77,2.04,8.06,-5.28,760.234,0.0,True
Ti 1,4640.959897257011,4640.96,4640.85,4641.1,0.6956710815429688,0.42000000000000004,0.8805955,0.982366,0.30432891845703125,0.58,-0.14,1.7489,3.0,4.4204,3.0,1.66,1.46,1.56,8.07,-5.85,-7.74,2980755127.9790525,True
Ti 1,4641.238110039179,4641.2381,4641.11,4641.37,0.7134561538696289,0.42200000000000004,0.98043334,0.98804986,0.2865438461303711,0.578,-0.16,1.7335,1.0,4.4049,1.0,2.5,1.51,2.01,8.07,-5.84,320.249,3411584374.719426,True
Fe 1,4642.515673705765,4642.5076,4642.34,4642.71,0.627349853515625,0.469,0.98938483,0.989307,0.372650146484375,0.531,-0.216,5.3303,5.0,8.0009,4.0,1.05,0.91,1.35,8.19,-4.0,-7.14,5039769438.392677,True
Fe 1,4643.129238067222,4643.1282,4643.03,4643.21,0.9399243593215942,0.873,0.98902225,0.96769583,0.06007564067840576,0.127,-1.824,4.7955,2.0,7.4657,1.0,1.15,1.63,0.91,8.42,-5.17,-7.31,84867964.32903378,True
Cr 1,4643.29317504146,4643.2949,4643.22,4643.39,0.948494166135788,0.888,0.9679039,0.9891759,0.051505833864212036,0.112,-0.67,3.8504,5.0,6.5205,5.0,0.83,0.92,0.88,7.24,-6.17,-7.81,55509919.400676794,True
Sm 2,4643.528069599945,4643.528,4643.44,4643.62,0.9477401673793793,0.866,0.98694617,0.9895404,0.05225983262062073,0.134,-0.46,0.3785,5.5,3.0485,5.5,1.55,1.39,1.47,0.0,0.0,0.0,90904939.71949424,True
Fe 1,4644.493324979249,4644.4911,4644.4,4644.58,0.9448785483837128,0.863,0.98632735,0.9744151,0.05512145161628723,0.137,-5.06,1.4849,4.0,4.1544,3.0,1.25,1.49,0.9,8.3,-6.16,-7.79,71635615.18880865,True
Fe 1,4644.763573814826,4644.7636,4644.59,4644.93,0.4866974353790283,0.28600000000000003,0.975418,0.9612677,0.5133025646209717,0.714,-1.147,3.6537,2.0,6.323,2.0,1.84,1.84,1.84,8.35,-5.08,789.284,11713585987.651686,True
Y 1,4644.980094086159,4644.9884,4644.94,4645.08,0.9565122574567795,0.839,0.9610491,0.989108,0.04348774254322052,0.161,-0.262,0.0,1.5,2.6692,2.5,0.8,0.85,0.9,7.55,-6.02,-7.72,28487649.006365985,True
Fe 1,4645.8132596214,4645.8134,4645.72,4645.9,0.9510944783687592,0.893,0.98934984,0.9867837,0.048905521631240845,0.107,-2.1,4.607,2.0,7.2757,3.0,1.84,1.2,0.57,8.5,-4.38,-7.4,77024678.64043951,True
Ti 1,4646.489183209464,4646.4891,4646.37,4646.61,0.8244715929031372,0.577,0.9873244,0.9879406,0.1755284070968628,0.423,-0.51,1.7335,1.0,4.4019,0.0,2.5,0.0,2.5,8.07,-5.84,320.249,1200068693.269132,True
Cr 1,4647.463022612488,4647.463,4647.23,4647.61,0.35802435874938965,0.15300000000000002,0.989606,0.9094538,0.6419756412506104,0.847,-0.74,1.03,4.0,3.6978,3.0,1.5,1.67,1.25,7.26,-6.19,244.246,19722870516.226303,True
Cr 1,4647.743812848222,4647.7861,4647.62,4647.91,0.8704194575548172,0.772,0.9094593,0.9899456,0.1295805424451828,0.228,-1.03,3.079,3.0,5.7466,2.0,0.86,1.29,0.43,7.56,-6.1,252.259,308348528.7373482,True
Cr 1,4648.076242856147,4648.0762,4647.95,4648.2,0.8573001623153687,0.7010000000000001,0.98867935,0.9887994,0.14269983768463135,0.299,-0.84,3.1009,1.0,5.7684,2.0,1.52,1.99,2.23,8.06,-5.29,755.234,746242675.7953607,True
Ni 1,4648.565998217529,4648.5834,4648.35,4648.61,0.7226334810256958,0.594,0.9866404,0.7363158,0.2773665189743042,0.406,-0.659,4.2661,1.0,6.9333,2.0,0.51,0.69,0.77,8.42,-4.36,-7.49,1230097660.8369985,True
Fe 1,4648.734080469613,4648.7353,4648.62,4648.94,0.41697216033935547,0.20999999999999996,0.7360496,0.9895435,0.5830278396606445,0.79,-1.351,2.9488,5.0,5.6158,5.0,1.2,1.21,1.2,7.34,-6.23,283.259,12459975160.561657,True
Cr 1,4649.417731432472,4649.4175,4649.3,4649.54,0.8616695404052734,0.6990000000000001,0.9878855,0.98795474,0.13833045959472656,0.301,-1.39,2.5438,2.0,5.2105,3.0,0.37,0.53,0.7,6.88,-6.16,227.262,705654306.6459572,True
Ni 1,4649.9538304486205,4649.9537,4649.68,4650.07,0.41658973693847656,0.242,0.9896917,0.8111548,0.5834102630615234,0.758,-0.09,3.4195,5.0,6.0859,4.0,1.28,1.33,1.17,8.1,-5.46,717.239,13385864502.854141,True
Cr 1,4650.180813575242,4650.1697,4650.08,4650.41,0.6483888626098633,0.5409999999999999,0.8121592,0.9879798,0.3516111373901367,0.459,-1.055,2.5443,3.0,5.2105,3.0,0.93,0.53,0.73,6.88,-6.16,-7.81,2489019508.2009335,True
Cr 1,4650.737367537157,4650.7339,4650.61,4650.87,0.7771657705307007,0.616,0.98684365,0.9892702,0.22283422946929932,0.384,-0.202,3.5561,2.0,6.222,2.0,1.19,1.16,1.17,8.0,-5.17,-7.68,1969974895.9313917,True
Fe 1,4651.118091016463,4651.1182,4651.0,4651.21,0.8202539682388306,0.619,0.9861263,0.9415279,0.17974603176116943,0.381,-2.69,3.2367,6.0,5.9024,5.0,1.17,1.32,0.79,7.72,-6.21,211.261,1070021124.3920544,True
Ti 1,4651.3112988668145,4651.3116,4651.22,4651.43,0.860273003578186,0.645,0.943955,0.9888846,0.13972699642181396,0.355,-0.64,1.7393,2.0,4.4049,1.0,1.82,1.51,1.98,8.07,-5.84,321.249,580759810.8531355,True
Fe 1,4651.616552169865,4651.6165,4651.51,4651.73,0.9003188610076904,0.788,0.98633856,0.98982006,0.09968113899230957,0.212,-2.007,4.3201,6.0,6.9855,6.0,1.33,1.34,1.33,8.14,-4.13,-7.32,357387773.9921099,True
Cu 1,4652.4089705652095,4652.4218,4652.27,4652.44,0.9159066379070282,0.898,0.98932546,0.9195449,0.0840933620929718,0.102,0.171,5.0721,4.5,7.737,3.5,1.33,1.42,1.18,8.13,-5.47,-7.59,105501394.58974043,True
Cr 1,4652.586311210996,4652.5864,4652.45,4652.75,0.4750175476074219,0.22499999999999998,0.9186476,0.9898466,0.5249824523925781,0.775,-1.46,0.9829,2.0,3.6477,1.0,1.5,2.51,1.0,7.21,-6.19,241.247,12590579247.70661,True
Cr 1,4653.4596018515,4653.4596,4653.27,4653.65,0.40393543243408203,0.17900000000000005,0.9896935,0.98974025,0.596064567565918,0.821,-1.04,1.0037,3.0,3.668,2.0,1.5,1.84,1.17,7.23,-6.19,242.247,17678513603.954453,True
Fe 1,4654.781676740093,4654.7916,4654.64,4654.91,0.807619571685791,0.607,0.9863434,0.9881312,0.19238042831420898,0.393,-4.943,0.9901,2.0,3.6537,2.0,1.0,1.84,1.42,7.35,-6.12,-7.79,1335113852.5712247,True
Fe 1,4655.890970421109,4655.9082,4655.59,4656.18,0.2970609664916992,0.27,0.98900723,0.9893928,0.7029390335083008,0.73,-1.077,3.6025,3.0,6.2655,3.0,1.66,1.62,1.64,8.32,-5.78,-7.54,19803570407.69563,True
Ti 2,4657.076434100692,4657.0801,4656.86,4657.19,0.8822899460792542,0.767,0.98921114,0.9867606,0.11771005392074585,0.233,-3.289,1.161,0.5,3.8232,1.5,2.63,0.41,-0.14,8.38,-6.51,-7.84,385813687.85234255,True
Ti 1,4657.3530426936395,4657.3469,4657.24,4657.4,0.9274517595767975,0.802,0.9899547,0.93519056,0.07254824042320251,0.198,-0.99,1.7489,3.0,4.411,2.0,1.66,1.53,1.79,8.07,-5.84,321.249,91840502.241187,True
Cr 1,4657.483204367246,4657.4867,4657.41,4657.6,0.9123066067695618,0.812,0.93485624,0.9856875,0.08769339323043823,0.188,-1.129,3.0869,4.0,5.7489,3.0,1.11,1.41,0.65,7.5,-6.16,252.259,140604805.84082925,True
Ti 1,4657.770108266656,4657.7729,4657.61,4657.92,0.5165126323699951,0.247,0.9856086,0.98650074,0.4834873676300049,0.753,-1.29,0.0,2.0,2.6619,3.0,0.67,0.75,0.83,6.38,-6.11,268.246,11037837149.933765,True
Fe 2,4658.280055012138,4658.28,4658.15,4658.38,0.7037041187286377,0.548,0.9856793,0.92764175,0.2962958812713623,0.452,-3.61,2.891,2.5,5.5526,2.5,2.0,1.35,1.67,8.56,-6.53,184.251,3375983168.6678743,True
Ti 2,4658.504279803881,4658.5044,4658.39,4658.64,0.6167812347412109,0.376,0.9299998,0.9848256,0.38321876525878906,0.624,-2.29,1.2429,2.5,3.9044,3.5,1.6,1.15,0.59,8.16,-6.41,-7.85,6185101452.796842,True
Fe 1,4658.888824957951,4658.8888,4658.76,4659.01,0.7696642875671387,0.531,0.9896689,0.9858432,0.23033571243286133,0.469,-2.9,2.845,1.0,5.5063,1.0,1.49,1.32,1.4,7.66,-6.03,219.263,2179127706.1831803,True
Fe 1,4659.5982953523335,4659.5982,4659.49,4659.7,0.9068753719329834,0.788,0.98983204,0.9864845,0.0931246280670166,0.212,-3.04,3.2671,5.0,5.9279,4.0,1.03,1.06,0.97,7.52,-6.08,236.251,319763752.6544192,True
Si 1,4660.154417795139,4660.1545,4660.03,4660.28,0.8917479515075684,0.825,0.9880682,0.98837197,0.10825204849243164,0.175,-2.339,5.0823,1.0,7.7429,1.0,1.0,1.3,1.15,8.6,-3.54,-7.0,390678903.67159384,True
Fe 1,4661.730214649699,4661.7302,4661.6,4661.86,0.7899974584579468,0.603,0.9895942,0.989272,0.21000254154205322,0.397,-1.459,4.4346,4.0,7.0942,3.0,1.1,1.19,0.96,8.1,-4.73,-7.32,1753800121.3934417,True
Fe 1,4662.1914932685095,4662.1916,4662.08,4662.3,0.8807711601257324,0.754,0.9872587,0.985733,0.11922883987426758,0.246,-1.769,4.4733,3.0,7.1326,2.0,0.79,0.89,0.7,8.08,-4.6,-7.32,526074117.0076713,True
Fe 1,4662.839509415902,4662.8395,4662.71,4662.97,0.7677057981491089,0.575,0.9877102,0.9881658,0.2322942018508911,0.425,-1.27,4.5585,3.0,7.2175,2.0,1.66,1.35,1.97,8.47,-5.54,-7.3,2170994213.8257823,True
Fe 1,4663.27550402827,4663.2754,4663.14,4663.41,0.6892008781433105,0.42800000000000005,0.9890974,0.98886603,0.31079912185668945,0.572,-2.502,2.9904,4.0,5.6491,3.0,1.05,0.77,1.47,7.3,-6.22,285.259,4184226222.717279,True
La 2,4663.805601485373,4663.8053,4663.72,4663.9,0.9434632360935211,0.85,0.98553467,0.9885032,0.05653676390647888,0.15,-1.24,0.0,2.0,2.6584,1.0,0.72,0.54,0.81,0.0,0.0,0.0,106746432.31847537,True
Ti 2,4664.065412828124,4664.0849,4663.94,4664.19,0.8836036920547485,0.858,0.98884535,0.98991257,0.11639630794525146,0.142,-3.54,1.1801,2.5,3.8384,2.5,1.6,1.03,1.32,8.38,-6.5,-7.84,476777364.28330785,True
Fe 1,4664.494284279537,4664.4837,4664.36,4664.53,0.8152141571044922,0.639,0.9898569,0.82532656,0.1847858428955078,0.361,-2.42,3.5465,2.0,6.2046,1.0,1.03,1.39,0.85,7.92,-6.08,280.261,655952916.0921159,True
Co 1,4664.67092218985,4664.7089,4664.54,4664.84,0.6890425980091095,0.548,0.82453316,0.98793006,0.3109574019908905,0.452,-0.197,3.133,3.5,5.7909,3.5,1.55,1.4,1.47,8.11,-5.43,-7.58,2272665337.5082197,True
Cr 1,4665.106104941861,4665.1217,4664.88,4665.25,0.7048697471618652,0.504,0.98839486,0.9858936,0.29513025283813477,0.496,-0.39,3.1107,2.0,5.7684,2.0,1.5,1.99,1.75,8.06,-5.29,-7.55,2980503738.170624,True
Cr 1,4666.095856308916,4666.0869,4665.9,4666.29,0.5307472944259644,0.474,0.9896542,0.98786664,0.46925270557403564,0.526,-0.3,3.1251,3.0,5.7823,3.0,1.49,1.77,1.63,8.06,-5.28,-7.55,8257448659.375643,True
Fe 1,4666.560462263986,4666.5605,4666.42,4666.7,0.7404651641845703,0.5349999999999999,0.9883409,0.9892542,0.2595348358154297,0.465,-1.348,4.3865,5.0,7.0433,4.0,1.25,1.22,1.31,8.1,-4.32,-7.33,2717869820.7530165,True
Cr 1,4667.2125122274165,4667.2122,4667.1,4667.3,0.8838940858840942,0.76,0.98787194,0.9563408,0.11610591411590576,0.24,-0.53,3.5558,1.0,6.2123,1.0,0.53,0.41,0.47,8.02,-5.59,410.258,406208977.53535116,True
Cr 1,4667.46399490736,4667.5043,4667.31,4667.63,0.7751094400882721,0.661,0.9578678,0.98304206,0.2248905599117279,0.339,-0.88,2.9674,4.0,5.6237,4.0,0.8,0.82,0.81,7.91,-5.97,337.245,1501915445.268733,True
Fe 1,4667.900418133182,4667.9102,4667.64,4667.97,0.617678165435791,0.46499999999999997,0.98363566,0.6984628,0.382321834564209,0.535,-0.181,5.3448,4.0,8.0009,4.0,0.87,0.91,0.89,8.18,-4.0,-7.14,2658210641.3795753,True
Fe 2,4668.050631269873,4668.0559,4667.98,4668.18,0.6098878383636475,0.44199999999999995,0.701406,0.9425043,0.39011216163635254,0.558,-3.368,2.8281,3.5,5.4841,4.5,1.21,1.32,1.51,8.46,-6.53,178.257,3461047065.627643,True
Ni 1,4668.292421770065,4668.2924,4668.19,4668.41,0.7387975454330444,0.5349999999999999,0.93859076,0.9286297,0.26120245456695557,0.465,-0.99,3.7963,2.0,6.4522,2.0,0.74,0.67,0.71,8.25,-5.58,875.244,2137110663.5266058,True
Cr 1,4668.469631476817,4668.4706,4668.42,4668.57,0.9073777794837952,0.813,0.92689764,0.9663193,0.09262222051620483,0.187,-1.25,2.9674,4.0,5.6232,5.0,0.8,1.04,1.52,7.9,-5.96,-7.76,109551817.78056875,True
Fe 1,4668.772074323659,4668.7597,4668.58,4668.83,0.3879892826080322,0.23099999999999998,0.9675028,0.45728397,0.6120107173919678,0.769,-0.751,3.6025,3.0,6.2581,4.0,1.66,1.59,1.48,8.27,-5.45,-7.55,8934951572.952806,True
Ti 1,4668.865946601491,4668.8911,4668.84,4668.99,0.4500235319137573,0.22999999999999998,0.45932308,0.77993333,0.5499764680862427,0.77,-1.15,0.0211,3.0,2.6766,4.0,1.08,1.05,1.0,6.43,-6.11,269.246,4127013909.0422134,True
Ni 1,4669.063087875838,4669.0631,4669.0,4669.2,0.674790620803833,0.51,0.77649194,0.97091115,0.325209379196167,0.49,-1.021,3.7057,2.0,6.3611,3.0,1.04,1.08,1.12,8.18,-5.41,-7.56,2636805336.2092953,True
Fe 1,4669.41332403698,4669.4407,4669.21,4669.66,0.30249810218811035,0.238,0.97228086,0.98323953,0.6975018978118896,0.762,-1.204,3.2657,2.0,5.9209,3.0,1.5,1.24,0.97,7.89,-5.37,-7.55,22606489002.62166,True
Na 1,4669.86605045292,4669.8664,4669.67,4670.07,0.7106505632400513,0.5509999999999999,0.9832284,0.989647,0.28934943675994873,0.449,-1.312,2.1044,1.5,4.7594,2.5,99.0,99.0,99.0,0.0,0.0,0.0,2969945491.7490177,True
Fe 1,4670.473358315152,4670.4782,4670.24,4670.59,0.4467592239379883,0.29800000000000004,0.9899577,0.72897977,0.5532407760620117,0.702,-1.211,3.6537,2.0,6.3083,1.0,1.84,1.66,1.92,8.21,-5.17,778.287,10327390549.234812,True
Cr 1,4670.618387040752,4670.6241,4670.6,4670.79,0.7218371033668518,0.563,0.72748774,0.96798325,0.2781628966331482,0.437,-0.47,3.1676,5.0,5.8222,5.0,1.51,1.61,1.56,8.06,-5.22,775.231,1133611415.0619018,True
Sm 2,4670.916612539852,4670.9472,4670.8,4671.04,0.9049899578094482,0.859,0.9684955,0.9863955,0.09501004219055176,0.141,-0.53,0.2775,4.5,2.9318,4.5,1.58,1.35,1.47,0.0,0.0,0.0,240668795.83892286,True
Fe 2,4671.477408736741,4671.4772,4671.35,4671.58,0.7504180669784546,0.607,0.9865599,0.942077,0.2495819330215454,0.393,-4.06,2.5827,2.5,5.2367,3.5,1.58,1.4,1.17,8.54,-6.54,172.228,2336239023.386113,True
Sc 2,4671.718451201846,4671.7144,4671.59,4671.89,0.5319998264312744,0.353,0.9423097,0.98648214,0.4680001735687256,0.647,-0.6,1.357,2.0,4.0109,3.0,1.0,1.0,1.0,8.35,-6.56,-7.81,9334025434.405283,True
Mn 1,4672.978134637642,4672.9778,4672.87,4673.08,0.9116055965423584,0.804,0.9893813,0.986038,0.0883944034576416,0.196,-1.675,2.8884,3.5,5.5416,2.5,1.43,1.03,1.92,7.78,-6.09,313.252,281982471.7011559,True
Fe 1,4673.629032940282,4673.629,4673.46,4673.8,0.5986723899841309,0.40700000000000003,0.9892797,0.9885135,0.40132761001586914,0.593,0.011,5.3194,6.0,7.9722,6.0,1.17,1.22,1.19,8.24,-4.39,-7.39,6931370917.631512,True
Fe 1,4674.140995798647,4674.1437,4673.99,4674.28,0.715933084487915,0.6759999999999999,0.98877144,0.97116804,0.28406691551208496,0.324,-0.721,5.3484,3.0,8.0009,4.0,0.91,0.91,0.91,8.3,-4.0,-7.14,3139062904.8625913,True
Fe 1,4674.509676342204,4674.4717,4674.29,4674.81,0.37107551097869873,0.277,0.9718929,0.98998135,0.6289244890213013,0.723,-1.059,3.6537,2.0,6.3061,2.0,1.84,1.8,1.82,8.3,-5.38,777.287,16246887045.342571,True
Fe 1,4675.396160131822,4675.3894,4675.23,4675.57,0.6106390953063965,0.44899999999999995,0.9888322,0.98670137,0.3893609046936035,0.551,-0.149,5.3204,5.0,7.9722,6.0,1.2,1.22,1.25,8.33,-4.39,-7.39,6039234538.138333,True
Fe 1,4675.9407565378615,4675.9563,4675.8,4676.24,0.8773703575134277,0.8029999999999999,0.9884042,0.9826821,0.12262964248657227,0.197,-4.79,1.5574,3.0,4.2089,2.0,1.09,1.49,0.68,6.88,-6.13,307.262,362175271.00052065,True
Fe 1,4676.406634101049,4676.4021,4676.25,4676.56,0.6150953769683838,0.43200000000000005,0.9832951,0.98896027,0.3849046230316162,0.568,-1.35,4.1034,4.0,6.7546,4.0,1.5,1.51,1.5,8.35,-5.16,-7.31,6432622953.933875,True
Ni 1,4676.901954262278,4676.9021,4676.79,4677.01,0.8955990076065063,0.78,0.9886177,0.98708135,0.10440099239349365,0.22,-1.74,3.606,4.0,6.257,4.0,1.29,1.27,1.28,7.93,-5.42,777.231,399320049.06974405,True
Sm 2,4677.805905826839,4678.2091,4677.81,4677.8,0.9996106558646716,0.884,0.99961066,0.9996107,0.0003893441353284288,0.116,-0.87,0.0405,1.5,2.6907,1.5,1.98,0.51,1.25,0.0,0.0,0.0,0.0,True
Sm 2,4678.20916319721,4678.2091,4678.12,4678.29,0.9551567435264587,0.884,0.9898658,0.98632115,0.04484325647354126,0.116,-0.87,0.0405,1.5,2.6907,1.5,1.98,0.51,1.25,0.0,0.0,0.0,66082951.68065073,True
Fe 1,4678.709654623868,4678.7091,4678.61,4678.8,0.9245679974555969,0.838,0.9867073,0.9672874,0.07543200254440308,0.162,-2.25,4.2176,1.0,6.8675,0.0,1.49,0.0,1.49,8.36,-4.94,-7.31,152392808.40124828,True
Fe 1,4678.896418171993,4678.8967,4678.81,4679.0,0.9208383560180664,0.8280000000000001,0.96642786,0.98736733,0.0791616439819336,0.172,-2.28,4.1544,3.0,6.8042,2.0,1.49,1.46,1.53,8.38,-4.99,1090.28,170902300.1747224,True
Fe 1,4680.155240615394,4680.1552,4679.88,4680.36,0.41291189193725586,0.242,0.9895092,0.972311,0.5870881080627441,0.758,-0.833,3.6025,3.0,6.2517,4.0,1.66,1.51,1.3,8.29,-5.17,734.298,15425626978.54498,True
Fe 1,4680.530332916262,4680.5298,4680.37,4680.7,0.5808596611022949,0.44099999999999995,0.9722323,0.98982096,0.4191403388977051,0.559,-2.14,3.3683,4.0,6.0172,3.0,1.36,1.11,1.73,7.86,-5.29,977.229,7635601575.576029,True
Zn 1,4681.445619235751,4681.444,4681.3,4681.52,0.6299068927764893,0.43200000000000005,0.98832035,0.77230597,0.37009310722351074,0.568,-0.815,4.0061,0.0,6.6545,1.0,99.0,2.0,99.0,0.0,0.0,0.0,3996889870.336691,True
Fe 1,4681.603112289461,4681.6045,4681.53,4681.69,0.6581900119781494,0.369,0.7741813,0.8279773,0.3418099880218506,0.631,-3.774,1.6079,2.0,4.2562,3.0,0.67,1.24,1.82,8.16,-6.12,293.258,1787420606.6787844,True
Cr 1,4681.787266982815,4681.7841,4681.7,4681.98,0.6417577266693115,0.6759999999999999,0.8257293,0.98813516,0.3582422733306885,0.324,-0.77,3.1107,2.0,5.7589,1.0,1.5,2.99,0.75,8.06,-5.3,-7.55,3418682108.7285743,True
Fe 1,4682.15586555865,4682.1504,4682.01,4682.29,0.7359510660171509,0.634,0.98952293,0.9880715,0.2640489339828491,0.366,-1.801,4.1544,3.0,6.8024,3.0,1.49,1.51,1.5,8.35,-5.01,-7.31,2860485535.5457993,True
Fe 1,4682.783227317943,4682.7833,4682.66,4682.91,0.8001617193222046,0.625,0.9862049,0.9875024,0.1998382806777954,0.375,-1.331,4.607,2.0,7.2546,2.0,1.84,1.45,1.64,8.48,-5.19,-7.35,1576319776.6816063,True
Ti 1,4683.219462114886,4683.2193,4683.06,4683.33,0.4969475269317627,0.21899999999999997,0.9896543,0.87614274,0.5030524730682373,0.781,-1.03,0.048,4.0,2.6954,5.0,1.25,1.21,1.13,6.46,-6.11,271.247,11131991351.76482,True
Fe 1,4683.4209695664285,4683.422,4683.34,4683.52,0.7689601182937622,0.577,0.8793264,0.939306,0.2310398817062378,0.423,-1.271,4.5585,3.0,7.2058,4.0,1.66,1.46,1.16,8.48,-4.56,-7.3,1299426119.76141,True
Y 2,4683.651322593303,4683.6343,4683.53,4683.77,0.6836843490600586,0.594,0.94298697,0.94256,0.3163156509399414,0.406,-1.51,0.4087,2.0,3.0559,2.0,1.0,1.49,1.25,7.36,-6.26,-7.84,3640016873.6725655,True
Fe 1,4683.868352834842,4683.8686,4683.78,4683.99,0.8600401878356934,0.6890000000000001,0.9433193,0.98969346,0.13995981216430664,0.311,-3.13,2.9398,4.0,5.5869,3.0,1.75,1.51,2.11,7.99,-5.38,819.227,585233345.0883341,True
