species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Ti 1,3807.4987405258253,3807.5219,3807.4,3807.6,0.4395110607147217,0.894,0.74556094,0.7084215,0.5604889392852783,0.106,-1.05,2.0851,1.0,5.3414,2.0,0.0,1.0,1.5,8.01,-5.2,-7.46,5525566615.785127,True
Fe 1,3807.7839053136204,3807.7759,3807.61,3807.91,0.08983457088470459,0.06799999999999995,0.7027148,0.44990942,0.9101654291152954,0.932,0.017,3.2671,5.0,6.5232,5.0,1.03,1.03,1.03,8.02,-5.23,283.268,20954804790.041058,True
Mn 1,3807.9263937377646,3807.9486,3807.92,3808.03,0.4445931911468506,0.44299999999999995,0.4484074,0.6878149,0.5554068088531494,0.557,-0.816,3.135,4.5,6.3909,4.5,1.17,1.17,1.17,7.12,-6.26,-7.83,2036173375.0562613,True
Ni 1,3808.2262157599976,3808.2248,3808.04,3808.39,0.07120084762573242,0.030000000000000027,0.68457043,0.54384756,0.9287991523742676,0.97,-1.397,0.4228,2.0,3.6785,3.0,1.21,1.01,0.82,7.44,-6.19,-7.83,22794920484.611885,True
Fe 1,3808.6129454896336,3808.6176,3808.4,3808.9,0.10492551326751709,0.05600000000000005,0.5413824,0.8537256,0.8950744867324829,0.944,-0.992,2.2227,1.0,5.4781,2.0,2.5,1.53,1.05,8.0,-5.96,210.258,21080274283.473885,True
CN 1,3809.024618132432,3809.0244,3808.91,3809.07,0.4586973190307617,0.747,0.85309064,0.5568725,0.5413026809692383,0.253,0.268,0.7931,58.5,4.0481,59.5,99.0,99.0,99.0,7.18,0.0,0.0,4732937166.794976,True
CN 1,3809.187060355379,3809.185,3809.08,3809.29,0.2504403591156006,0.734,0.55600816,0.7135549,0.7495596408843994,0.266,0.297,0.793,57.5,4.0479,58.5,99.0,99.0,99.0,7.18,0.0,0.0,11257095869.399502,True
Fe 1,3809.361656461376,3809.3621,3809.3,3809.48,0.3641538619995117,0.19599999999999995,0.7008902,0.90245247,0.6358461380004883,0.804,-1.937,3.0173,2.0,6.272,3.0,1.48,1.02,0.55,7.78,-6.14,311.269,13996234677.431755,True
V 1,3809.600394760666,3809.5999,3809.49,3809.68,0.4965324401855469,0.30900000000000005,0.90279317,0.8309318,0.5034675598144531,0.691,-0.9,0.0,1.5,3.2545,1.5,0.4,1.17,0.78,8.02,-5.96,324.261,7965942830.147387,True
Fe 1,3809.8105666880565,3809.8094,3809.69,3809.99,0.1640636920928955,0.08299999999999996,0.8321573,0.89890975,0.8359363079071045,0.917,-1.159,2.5592,4.0,5.8135,4.0,1.24,1.34,1.29,7.8,-5.86,265.262,31893363578.39472,True
Fe 1,3810.120949144213,3810.1211,3810.0,3810.23,0.3465595245361328,0.18000000000000005,0.8994159,0.9021369,0.6534404754638672,0.82,-1.99,2.8581,0.0,6.1121,1.0,0.0,0.56,0.56,7.49,-6.14,250.247,18469550380.359226,True
Ce 2,3810.298635911467,3810.2989,3810.24,3810.4,0.8344752788543701,0.829,0.8996262,0.92548084,0.16552472114562988,0.171,-0.21,0.6089,5.5,3.8628,6.5,1.1,1.2,1.5,0.0,0.0,0.0,305995408.8665587,True
Mn 1,3810.660845286844,3810.6721,3810.41,3810.74,0.16300463676452637,0.14200000000000002,0.9257168,0.4393168,0.8369953632354736,0.858,-0.603,2.1427,3.5,5.3963,3.5,1.58,1.4,1.49,7.76,-6.14,291.272,17527869636.49191,True
CN 1,3810.7679380376044,3810.7624,3810.75,3811.19,0.43382734060287476,0.723,0.43875125,0.9337963,0.5661726593971252,0.277,0.297,0.7665,57.5,4.02,58.5,99.0,99.0,99.0,7.18,0.0,0.0,4961619523.11645,True
Nd 2,3811.5623012511232,3811.5616,3811.2,3811.64,0.856667697429657,0.812,0.9337935,0.917513,0.14333230257034302,0.188,-0.14,0.7421,7.5,3.995,7.5,1.21,1.14,1.17,0.0,0.0,0.0,201894606.04891962,True
Fe 1,3811.8288326228267,3811.8372,3811.65,3811.92,0.19124746322631836,0.124,0.91776276,0.7428883,0.8087525367736816,0.876,-0.897,3.3009,2.0,6.5535,1.0,1.18,1.25,1.14,8.19,-5.71,284.268,25873766572.157944,True
Fe 1,3811.986360196378,3811.9867,3811.93,3812.04,0.569148063659668,0.393,0.74815,0.7448716,0.43085193634033203,0.607,-3.029,2.6085,2.0,5.861,1.0,0.66,0.77,0.61,8.02,-6.02,-7.77,2754330121.6004524,True
Fe 1,3812.122046181607,3812.116,3812.05,3812.25,0.32581138610839844,0.20399999999999996,0.7407102,0.91456825,0.6741886138916016,0.796,-2.307,2.7275,4.0,5.9799,5.0,1.05,1.27,1.71,7.05,-6.18,-7.82,17236120167.18356,True
CN 1,3812.3933790301508,3812.3903,3812.26,3812.6,0.3653862476348877,0.7130000000000001,0.91469467,0.9141691,0.6346137523651123,0.287,0.29,0.7404,56.5,3.9925,57.5,99.0,99.0,99.0,7.18,0.0,0.0,13395309207.845598,True
Fe 1,3812.9600592149573,3812.9726,3812.61,3813.15,0.18951416015625,0.11499999999999999,0.91404474,0.878654,0.81048583984375,0.885,-1.415,2.7586,3.0,6.0102,3.0,0.76,0.58,0.67,7.01,-6.16,213.261,27140127243.802475,True
Cr 1,3813.34243122636,3813.3392,3813.16,3813.41,0.7904676198959351,0.853,0.87858874,0.83496565,0.20953238010406494,0.147,-1.004,3.4348,4.0,6.6862,4.0,1.05,1.02,1.03,8.09,-6.12,-7.76,194820819.85464877,True
Co 1,3813.5426749497155,3813.5381,3813.42,3813.64,0.6114866733551025,0.595,0.83583856,0.7142536,0.38851332664489746,0.405,-1.751,1.7853,0.5,5.0364,1.5,2.65,2.02,1.86,7.16,-6.26,-7.81,1495474122.6229327,True
Fe 1,3814.052668666645,3814.0465,3813.65,3814.37,0.050712764263153076,0.02300000000000002,0.7143625,0.5591404,0.9492872357368469,0.977,-1.047,0.9582,3.0,4.2089,2.0,1.25,1.49,1.01,6.88,-6.13,302.273,14651488559.67083,True
Ti 2,3814.4715519613096,3814.4706,3814.38,3814.53,0.20412945747375488,0.10399999999999998,0.56015754,0.39181286,0.7958705425262451,0.896,-1.89,0.6072,3.5,3.8576,3.5,1.14,1.24,1.19,8.38,-6.39,-7.84,10262691043.982862,True
V 1,3814.565138429076,3814.5735,3814.54,3814.63,0.36105871200561523,0.258,0.3931766,0.5862786,0.6389412879943848,0.742,-0.76,0.017,2.5,3.2673,2.5,1.03,1.34,1.18,8.02,-5.96,326.26,2899128795.5354967,True
Fe 1,3814.71680058071,3814.7169,3814.64,3814.83,0.2022080421447754,0.10799999999999998,0.5856323,0.72969294,0.7977919578552246,0.892,-1.391,2.6924,5.0,5.9426,4.0,1.2,1.26,1.06,7.91,-5.71,211.261,19692347957.65188,True
Fe 1,3814.9970073349396,3815.015,3814.84,3815.17,0.12230658531188965,0.15500000000000003,0.7318221,0.49083725,0.8776934146881104,0.845,-2.243,2.4327,5.0,5.6826,4.0,1.04,1.16,0.8,7.8,-6.08,-7.81,18517297279.773308,True
Fe 2,3815.1834139260427,3815.2064,3815.18,3815.17,0.4875715970993042,0.6,0.48999962,0.49083725,0.5124284029006958,0.4,-2.189,4.738,1.5,7.9877,2.5,0.79,0.82,0.84,8.47,-6.53,174.234,0.0,True
Fe 1,3815.6233004283163,3815.6057,3815.38,3815.76,0.06764465570449829,0.051000000000000045,0.7420888,0.5778775,0.9323553442955017,0.949,-2.389,1.0111,1.0,4.2605,1.0,-0.01,1.5,0.74,6.74,-6.13,307.271,28340818329.465683,True
Fe 1,3815.8696707715785,3815.8615,3815.77,3816.09,0.17172980308532715,0.14400000000000002,0.5694593,0.62039053,0.8282701969146729,0.856,-0.997,3.4149,1.0,6.6641,2.0,0.82,0.72,0.68,7.84,-5.01,-7.56,12287483205.498383,True
Fe 1,3816.428639808506,3816.4098,3816.1,3816.5,0.24791085720062256,0.30300000000000005,0.62036127,0.28830054,0.7520891427993774,0.697,-1.866,3.5465,2.0,6.7952,1.0,1.03,0.66,1.21,7.87,-4.93,-7.47,2628167531.3234544,True
Fe 1,3816.9223195934733,3816.9227,3816.51,3817.32,0.04490271210670471,0.020000000000000018,0.28881985,0.19308688,0.9550972878932953,0.98,0.237,1.4849,4.0,4.7331,3.0,1.25,1.32,1.15,8.21,-5.91,337.25,2866263057.705658,True
Fe 1,3817.415486647004,3817.4233,3817.33,3817.5,0.09275937080383301,0.06399999999999995,0.1954691,0.27368513,0.907240629196167,0.936,-1.196,2.1979,2.0,5.4457,3.0,1.82,1.48,1.14,8.19,-5.79,210.258,5374270029.279601,True
Co 1,3817.539623039206,3817.5494,3817.51,3817.7,0.24006927013397217,0.20599999999999996,0.27230942,0.5708119,0.7599307298660278,0.794,-0.707,1.9557,1.5,5.2035,2.5,1.48,1.63,1.74,7.94,-6.14,-7.8,4417662542.2646475,True
Gd 2,3817.7177705920944,3817.7262,3817.71,3817.72,0.5709258802235126,0.869,0.5707834,0.57077384,0.42907411977648735,0.131,-0.83,0.0325,3.5,3.2801,4.5,2.08,1.82,1.35,0.0,0.0,0.0,8192.228188273042,True
Mn 1,3817.8242426121674,3817.8246,3817.73,3817.89,0.35357236862182617,0.28400000000000003,0.5711396,0.56994647,0.6464276313781738,0.716,-1.436,2.1637,2.5,5.4112,1.5,1.66,1.07,2.1,7.75,-6.14,292.273,4805704734.911259,True
Fe 1,3817.991183915477,3818.003,3817.9,3818.27,0.23096227645874023,0.18600000000000005,0.57007897,0.7580988,0.7690377235412598,0.814,-1.83,3.0385,2.0,6.2858,2.0,2.33,1.61,1.97,8.18,-5.31,-7.54,14168154810.608772,True
CN 1,3818.4969537927523,3818.4715,3818.28,3818.59,0.4767809212207794,0.8029999999999999,0.75781894,0.607944,0.5232190787792206,0.197,0.074,0.7307,45.5,3.9777,46.5,99.0,99.0,99.0,7.18,0.0,0.0,2188848306.5823665,True
Ti 1,3818.723888683173,3818.7251,3818.6,3818.86,0.12273955345153809,0.632,0.60215527,0.5482442,0.8772604465484619,0.368,-0.351,2.103,3.0,5.3497,3.0,1.26,1.25,1.26,8.01,-5.2,-7.46,17035414296.484632,True
Cr 1,3818.9282992913313,3818.9286,3818.87,3818.99,0.38174915313720703,0.385,0.5548663,0.56568396,0.618250846862793,0.615,-0.91,2.5441,6.0,5.7907,5.0,1.33,1.37,1.23,7.42,-6.15,-7.81,3721278305.10842,True
Co 1,3819.0179345205233,3819.0242,3819.0,3819.15,0.5530720949172974,0.569,0.56562054,0.78004104,0.44692790508270264,0.431,-0.954,2.5418,1.5,5.7882,1.5,1.28,1.35,1.32,8.17,-6.11,-7.76,1246224811.6165257,True
V 1,3819.330285385277,3819.3251,3819.16,3819.37,0.263521671295166,0.19299999999999995,0.7804195,0.34705272,0.736478328704834,0.807,-0.53,0.0,1.5,3.2462,0.5,0.4,-0.06,0.51,8.03,-5.96,323.261,8647263856.768644,True
Fe 1,3819.4168865804777,3819.4153,3819.38,3819.5,0.29167723655700684,0.391,0.35161898,0.6001245,0.7083227634429932,0.609,-1.445,4.1864,2.0,7.4325,3.0,0.68,0.72,0.76,7.31,-4.18,-7.32,4980448830.615317,True
Cr 1,3819.556106334861,3819.5627,3819.51,3819.63,0.5400729179382324,0.5489999999999999,0.6013014,0.7048578,0.4599270820617676,0.451,-1.211,2.5446,5.0,5.7907,5.0,1.25,1.37,1.31,7.42,-6.15,-7.81,1187105658.7362475,True
Fe 1,3819.702728022257,3819.6986,3819.64,3819.74,0.6434436440467834,0.749,0.7075996,0.6657629,0.35655635595321655,0.251,-2.883,3.4149,1.0,6.6608,2.0,0.82,0.99,1.08,6.55,-5.69,-7.79,187243911.61659783,True
Fe 1,3819.798683456411,3819.7984,3819.75,3819.89,0.6227316856384277,0.729,0.6652774,0.7039552,0.37726831436157227,0.271,-2.945,3.3014,4.0,6.5472,5.0,0.81,1.17,1.87,7.75,-4.76,-7.51,290060085.8548666,True
CN 1,3820.154332049589,3820.1698,3819.9,3820.22,0.3437615633010864,0.8029999999999999,0.7036841,0.4918583,0.6562384366989136,0.197,0.055,0.7101,43.5,3.9556,44.5,99.0,99.0,99.0,7.18,0.0,0.0,4441534860.883459,True
CN 1,3820.3277472698815,3820.356,3820.23,3820.44,0.2789660692214966,0.669,0.49733576,0.49509463,0.7210339307785034,0.331,0.241,0.6162,50.5,3.8616,51.5,99.0,99.0,99.0,7.18,0.0,0.0,4607019100.648181,True
Cr 1,3820.636192715212,3820.649,3820.45,3820.71,0.13654085993766785,0.15800000000000003,0.4923595,0.18779351,0.8634591400623322,0.842,0.325,2.7079,3.0,5.953,4.0,1.6,1.46,1.26,8.33,-5.38,-7.68,5685039055.727386,True
Eu 2,3820.738617417887,3820.745,3820.72,3820.84,0.18235528469085693,0.29500000000000004,0.18721564,0.29415852,0.8176447153091431,0.705,0.19,0.0,4.0,3.245,5.0,1.98,1.79,1.4,0.0,0.0,0.0,1056306104.2626132,True
Fe 1,3821.5089883771243,3821.5091,3820.85,3822.13,0.04075139760971069,0.019000000000000017,0.29270178,0.24841334,0.9592486023902893,0.981,0.119,0.859,5.0,4.1034,4.0,1.4,1.5,1.21,8.29,-6.16,272.257,2247334059.768333,True
Fe 1,3822.260213547958,3822.2618,3822.14,3822.49,0.08776628971099854,0.062000000000000055,0.24808623,0.4276798,0.9122337102890015,0.938,0.198,3.2671,5.0,6.5109,6.0,1.03,1.02,0.99,8.05,-6.09,282.267,7591835976.439851,True
V 1,3822.565371143448,3822.5708,3822.5,3822.7,0.3802539110183716,0.538,0.42846978,0.5206616,0.6197460889816284,0.462,-1.02,0.267,1.5,3.5104,0.5,1.87,3.23,1.53,7.67,-6.1,245.258,833135242.3288665,True
Fe 1,3822.9203416873897,3822.9189,3822.71,3823.03,0.12078166007995605,0.08399999999999996,0.52004606,0.26594925,0.879218339920044,0.916,-1.097,2.6085,2.0,5.8517,2.0,0.66,0.74,0.7,7.54,-6.1,270.262,6892976454.246482,True
Mg 1,3823.0826019683977,3823.0776,3823.04,3823.25,0.22152483463287354,0.273,0.2641173,0.60471773,0.7784751653671265,0.727,-2.0,4.3458,1.0,7.5888,2.0,99.0,99.0,99.0,0.0,0.0,0.0,4173320888.063818,True
CN 1,3823.3699768195806,3823.3417,3823.26,3823.48,0.2945230007171631,0.647,0.6034327,0.61781347,0.7054769992828369,0.353,0.232,0.5697,49.5,3.8125,50.5,99.0,99.0,99.0,7.18,0.0,0.0,7855435274.860894,True
Fe 1,3823.53180975678,3823.5268,3823.49,3823.77,0.5608885288238525,0.627,0.6129065,0.73976064,0.43911147117614746,0.373,-2.64,3.4149,1.0,6.6576,1.0,0.82,0.02,0.42,6.64,-6.0,-7.8,740670850.0717357,True
Fe 1,3823.9386065091226,3823.9248,3823.78,3824.04,0.26680755615234375,0.22999999999999998,0.73967427,0.6576866,0.7331924438476562,0.77,-1.726,3.3965,3.0,6.6388,4.0,1.25,1.26,1.26,8.06,-4.45,-7.51,13399541169.309393,True
CN 1,3824.138068092692,3824.1084,3824.05,3824.23,0.4368970990180969,0.788,0.6529732,0.6411306,0.5631029009819031,0.212,0.035,0.6509,41.5,3.8931,42.5,99.0,99.0,99.0,7.18,0.0,0.0,3309555509.6425977,True
V 1,3824.297404237575,3824.297,3824.24,3824.37,0.4853947162628174,0.43100000000000005,0.63746744,0.66515785,0.5146052837371826,0.569,-0.84,0.2753,2.5,3.5173,1.5,1.66,1.82,1.54,7.67,-6.1,246.258,2480660791.5043654,True
Fe 1,3824.43458310486,3824.4314,3824.38,3824.48,0.5721474885940552,0.629,0.6601894,0.622607,0.4278525114059448,0.371,-2.001,4.0758,4.0,7.3177,5.0,1.26,1.26,1.25,7.98,-4.37,-7.26,506642504.34909874,True
Mn 1,3824.595243896836,3824.5946,3824.49,3824.72,0.15991759300231934,0.09299999999999997,0.62279665,0.6362792,0.8400824069976807,0.907,0.058,2.1427,3.5,5.3845,4.5,1.58,1.43,1.16,7.76,-6.14,290.272,20463685050.54685,True
Mn 1,3824.9630487502645,3824.9738,3824.73,3825.06,0.1660064458847046,0.138,0.63754195,0.45557687,0.8339935541152954,0.862,-0.518,2.1637,2.5,5.4052,2.5,1.66,1.31,1.48,7.75,-6.14,292.273,11152148080.576872,True
Fe 1,3825.1673798489783,3825.1587,3825.07,3825.22,0.23589849472045898,0.238,0.45710936,0.2894982,0.764101505279541,0.762,-2.628,2.5881,3.0,5.8294,3.0,1.07,1.35,1.21,8.2,-5.85,-7.75,3003381509.8064427,True
CN 1,3825.402655032918,3825.4125,3825.23,3825.43,0.07978802919387817,0.785,0.28949136,0.086383514,0.9202119708061218,0.215,0.024,0.6321,40.5,3.8732,41.5,99.0,99.0,99.0,7.18,0.0,0.0,2687809577.9195237,True
Fe 1,3825.5278482458766,3825.5285,3825.44,3825.94,0.046049922704696655,0.019000000000000017,0.08735149,0.3695383,0.9539500772953033,0.981,-1.362,0.0,4.0,3.241,3.0,1.5,1.5,1.5,7.17,-6.22,230.247,3102041446.4468064,True
Fe 2,3825.997959510512,3826.0052,3825.95,3826.1,0.3552953600883484,0.6759999999999999,0.37014025,0.4115873,0.6447046399116516,0.324,-4.378,2.5827,2.5,5.8232,2.5,1.58,1.59,1.59,8.5,-6.54,186.274,172965309.6135128,True
CN 1,3826.3702844120307,3826.3847,3826.11,3826.41,0.18558278679847717,0.636,0.41167766,0.19704826,0.8144172132015228,0.364,0.205,0.5249,46.5,3.7651,47.5,99.0,99.0,99.0,7.18,0.0,0.0,1984156149.3960645,True
Fe 1,3826.4892008839906,3826.4878,3826.42,3826.57,0.12673497200012207,0.13,0.19736882,0.19161548,0.8732650279998779,0.87,-2.149,2.2786,2.0,5.5188,2.0,1.51,1.89,1.7,7.92,-5.95,-7.8,1346041160.4770727,True
Fe 1,3826.9659209337515,3826.9662,3826.58,3827.42,0.04234892129898071,0.019000000000000017,0.19088332,0.23050244,0.9576510787010193,0.981,-0.037,0.9146,4.0,4.1544,3.0,1.35,1.49,1.14,8.3,-6.16,276.261,2046946043.2429972,True
Nd 2,3827.4917558240563,3827.4948,3827.43,3827.62,0.19494342803955078,0.613,0.23140757,0.35387307,0.8050565719604492,0.387,-0.41,0.0636,4.5,3.3029,3.5,0.81,0.97,0.52,0.0,-5.363,0.0,1541682465.4226217,True
Fe 1,3827.7237498974937,3827.7152,3827.63,3827.77,0.16808795928955078,0.15400000000000003,0.35226202,0.20606859,0.8319120407104492,0.846,-2.19,2.4534,4.0,5.6925,3.0,0.81,0.93,0.64,7.8,-6.09,-7.81,2845989041.427162,True
CN 1,3827.8255537618597,3827.8502,3827.78,3827.82,0.20504437386989594,0.63,0.20643872,0.20493124,0.7949556261301041,0.37,0.196,0.5032,45.5,3.7422,46.5,99.0,99.0,99.0,7.18,0.0,0.0,1663638.7538054583,True
Fe 1,3827.924377541654,3827.9273,3827.78,3828.12,0.12751305103302002,0.11699999999999999,0.20643872,0.4676972,0.87248694896698,0.883,-1.454,2.7275,4.0,5.9665,3.0,1.05,1.24,0.77,8.07,-6.28,212.261,4521787634.792556,True
Fe 2,3828.172386993074,3828.1712,3828.13,3828.22,0.4318172335624695,0.6719999999999999,0.46469796,0.4663888,0.5681827664375305,0.328,-2.361,4.7318,2.5,7.9705,3.5,1.18,1.14,1.08,8.48,-6.53,175.233,176008787.5740927,True
Fe 1,3828.3047101030234,3828.2988,3828.23,3828.36,0.4072839021682739,0.637,0.46871313,0.43661505,0.5927160978317261,0.363,-1.987,4.1034,4.0,7.342,4.0,1.5,1.55,1.52,8.39,-3.57,-7.14,257105570.1863024,True
Fe 1,3828.6661986146387,3828.6572,3828.37,3828.73,0.11749929189682007,0.11099999999999999,0.43753022,0.15364893,0.8825007081031799,0.889,-1.424,2.6924,5.0,5.9307,5.0,1.2,1.2,1.2,7.36,-6.15,-7.81,3241201341.353232,True
Fe 1,3828.9087346461824,3828.9083,3828.74,3829.16,0.0477006733417511,0.02100000000000002,0.15312178,0.20689185,0.9522993266582489,0.979,0.062,1.5574,3.0,4.7955,2.0,1.09,1.15,1.02,8.2,-5.89,345.246,2726942520.8665705,True
CN 1,3829.2521759663664,3829.2407,3829.17,3829.48,0.1281605362892151,0.616,0.20576555,0.44579622,0.8718394637107849,0.384,0.195,0.482,45.5,3.7198,46.5,99.0,99.0,99.0,7.18,0.0,0.0,4716989885.004561,True
V 1,3829.6192223915414,3829.6432,3829.49,3829.75,0.147699236869812,0.16700000000000004,0.44590953,0.455887,0.852300763130188,0.833,-0.34,0.017,2.5,3.2545,1.5,1.03,1.17,0.92,8.02,-5.96,324.261,10189396685.927961,True
Nd 2,3830.224678114669,3830.2365,3829.76,3830.26,0.15059107542037964,0.888,0.45602915,0.15759443,0.8494089245796204,0.112,-0.41,0.7421,7.5,3.9791,7.5,1.21,1.13,1.17,0.0,0.0,0.0,1465147678.1840153,True
Mg 1,3830.4435346468713,3830.4414,3830.27,3830.62,0.045558154582977295,0.030000000000000027,0.15774028,0.15195985,0.9544418454170227,0.97,-0.227,2.7091,0.0,5.9459,1.0,99.0,99.0,99.0,0.0,-4.56,709.301,2591181820.5764084,True
Fe 1,3830.7771481912823,3830.78,3830.63,3831.01,0.11398516595363617,0.16200000000000003,0.1516246,0.42976254,0.8860148340463638,0.838,-1.603,3.0385,2.0,6.275,3.0,2.33,1.69,1.04,8.18,-5.11,-7.54,4396752934.220225,True
Cr 1,3831.1182469643604,3831.1107,3831.02,3831.45,0.23677921295166016,0.242,0.4302593,0.5728917,0.7632207870483398,0.758,0.486,3.4499,5.0,6.6861,6.0,1.61,1.49,1.18,8.26,-5.15,-7.54,5452565450.708295,True
Er 2,3831.5693221192364,3831.5685,3831.46,3831.61,0.44672393798828125,0.523,0.57319254,0.49545193,0.5532760620117188,0.477,-0.22,0.0,6.5,3.2359,6.5,1.23,1.12,1.17,0.0,0.0,0.0,788297853.1986896,True
Ni 1,3831.710117803927,3831.6991,3831.62,3831.77,0.22401964664459229,0.271,0.49630585,0.32492527,0.7759803533554077,0.729,-0.79,3.5421,2.0,6.7779,2.0,1.49,1.37,1.43,8.22,-3.96,-7.27,5179597843.61286,True
Fe 1,3831.84596498524,3831.8438,3831.78,3831.89,0.20065653324127197,0.14700000000000002,0.3310304,0.26985407,0.799343466758728,0.853,-1.942,2.6085,2.0,5.8441,2.0,0.66,1.22,0.94,8.16,-5.95,-7.75,2444582358.57874,True
Fe 1,3831.9440835071396,3831.9482,3831.9,3832.02,0.19026124477386475,0.131,0.26859045,0.4272731,0.8097387552261353,0.869,-1.674,2.6924,5.0,5.9279,4.0,1.2,1.06,1.47,7.52,-6.08,-7.81,5233866762.037694,True
Cr 1,3832.119936523772,3832.116,3832.03,3832.25,0.17914628982543945,0.384,0.42709216,0.48066813,0.8208537101745605,0.616,-2.455,1.0037,3.0,4.2391,2.0,1.5,1.55,1.45,6.03,-6.19,-7.79,8367457604.355643,True
Ni 1,3832.776307528016,3832.7761,3832.26,3832.88,0.08549469709396362,0.33999999999999997,0.48052272,0.19158101,0.9145053029060364,0.66,-4.193,0.4228,2.0,3.6576,1.0,1.43,1.01,1.63,8.11,-6.13,-7.81,4842793462.597957,True
CN 1,3832.90040140414,3832.9063,3832.89,3832.96,0.19050578773021698,0.768,0.19112359,0.20009452,0.809494212269783,0.232,-0.043,0.5286,34.5,3.7633,35.5,99.0,99.0,99.0,7.18,0.0,0.0,14161672.426340705,True
Mg 1,3833.390447563926,3833.391,3832.97,3833.86,0.042710885405540466,0.026000000000000023,0.20024739,0.22580495,0.9572891145944595,0.974,0.125,2.7116,1.0,5.9459,2.0,99.0,99.0,99.0,0.0,-4.56,709.301,2378156972.4552517,True
Ni 1,3833.966450579821,3833.9595,3833.87,3834.05,0.12158358097076416,0.15000000000000002,0.22676733,0.24417599,0.8784164190292358,0.85,-3.785,0.1652,3.0,3.399,2.0,1.49,1.08,1.91,4.86,-6.31,-7.82,3003176136.6398506,True
CN 1,3834.1408729137447,3834.1477,3834.06,3834.22,0.1768803596496582,0.773,0.24489158,0.29892555,0.8231196403503418,0.227,-0.069,0.5129,32.5,3.7465,33.5,99.0,99.0,99.0,7.18,0.0,0.0,1823534639.5551288,True
Fe 1,3834.31711728327,3834.296,3834.23,3834.32,0.17193207144737244,0.18100000000000005,0.29894152,0.17344697,0.8280679285526276,0.819,-1.515,3.2671,5.0,6.5007,6.0,1.03,1.18,1.54,8.1,-6.08,-7.79,1500073902.6263366,True
Fe 1,3834.3906615000737,3834.3952,3834.33,3834.5,0.1100386381149292,0.07799999999999996,0.173915,0.34773663,0.8899613618850708,0.922,-1.032,2.5592,4.0,5.7926,4.0,1.24,1.34,1.29,8.23,-5.75,328.249,5225975525.888431,True
Cr 1,3834.5593569874113,3834.5508,3834.51,3834.6,0.33322474360466003,0.647,0.34935617,0.343247,0.66677525639534,0.353,-0.118,3.8446,3.0,7.078,2.0,1.33,1.46,1.2,8.19,-5.83,-7.72,35819088.30428316,True
CN 1,3834.702323312184,3834.7112,3834.61,3834.76,0.28248682618141174,0.873,0.34419036,0.3006328,0.7175131738185883,0.127,-0.242,0.641,23.5,3.8742,24.5,99.0,99.0,99.0,7.18,0.0,0.0,270824486.36350787,True
Mn 1,3834.939393021528,3834.9467,3834.77,3835.02,0.11813658475875854,0.14400000000000002,0.30088183,0.16906339,0.8818634152412415,0.856,-0.558,2.1782,1.5,5.4112,1.5,1.87,1.07,1.47,7.75,-6.14,292.273,2240550560.7048264,True
Fe 1,3835.3099723050086,3835.3099,3835.03,3835.75,0.04445461928844452,0.020000000000000018,0.16915856,0.27527437,0.9555453807115555,0.98,-0.302,0.9582,3.0,4.1909,2.0,1.25,1.5,1.0,8.29,-6.16,279.264,2706568176.942794,True
Cr 1,3835.8054453942364,3835.8139,3835.76,3835.98,0.2604174017906189,0.42200000000000004,0.2763643,0.35468802,0.7395825982093811,0.578,-0.813,2.7088,2.0,5.9411,2.0,1.85,1.04,1.44,8.3,-5.11,-7.61,435146345.28673685,True
Fe 1,3836.0725199008434,3836.0619,3835.99,3836.1,0.3443540409207344,0.854,0.3546001,0.34574398,0.6556459590792656,0.146,-2.386,4.2176,1.0,7.4497,2.0,1.49,0.84,0.51,8.39,-3.86,-7.12,6558720.619990345,True
CN 1,3836.263380120071,3836.2884,3836.11,3836.36,0.17484784126281738,0.589,0.3459267,0.2689598,0.8251521587371826,0.411,0.135,0.3824,39.5,3.6143,40.5,99.0,99.0,99.0,7.18,0.0,0.0,2322572460.0580435,True
H 1,3836.457364722259,3836.4498,3836.37,3836.56,0.17754775285720825,0.626,0.26717848,0.27164304,0.8224522471427917,0.374,-2.429,10.1988,0.5,13.4306,0.5,99.0,99.0,99.0,8.0,2.0,9.0,1360621657.9222233,True
CN 1,3836.6193708831743,3836.6129,3836.57,3836.74,0.25675585865974426,0.873,0.27184162,0.33967018,0.7432441413402557,0.127,-0.26,0.6195,22.5,3.8511,23.5,99.0,99.0,99.0,7.18,0.0,0.0,383846577.0763736,True
Co 1,3836.752057037783,3836.7726,3836.75,3836.74,0.3394898325204849,0.868,0.3398298,0.33967018,0.6605101674795151,0.132,-2.276,1.8826,2.5,5.114,1.5,1.52,2.37,0.88,6.13,-6.22,-7.8,0.0,True
Zr 1,3837.020975804611,3837.0483,3836.93,3837.06,0.3983018472790718,0.776,0.40943566,0.40314323,0.6016981527209282,0.224,-0.27,0.0,2.0,3.2312,2.0,0.66,0.67,0.67,0.0,0.0,0.0,9091280.196671369,True
Ti 2,3837.1699926198585,3837.1709,3837.07,3837.28,0.1748964786529541,0.10699999999999998,0.40418217,0.4557198,0.8251035213470459,0.893,-1.91,0.6072,3.5,3.8384,2.5,1.14,1.03,1.28,8.38,-6.39,-7.84,8180917702.110673,True
