species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Fe 1,7025.987093726867,7025.987,7025.84,7026.13,0.8797593116760254,0.839,0.9893444,0.98751116,0.12024068832397461,0.161,-2.208,4.0758,4.0,5.8405,4.0,1.26,0.88,1.07,7.51,-5.99,-7.82,980550481.7607957,True
Fe 1,7026.5783649079385,7026.5778,7026.38,7026.71,0.7144310474395752,0.6579999999999999,0.9881215,0.89696306,0.2855689525604248,0.342,-1.08,4.5585,3.0,6.323,2.0,1.66,1.84,1.48,8.58,-5.08,752.269,4746097785.26074,True
Ni 1,7026.806738972947,7026.8094,7026.72,7026.97,0.8375637531280518,0.796,0.89636075,0.98809713,0.16243624687194824,0.204,-0.63,4.5379,2.0,6.3024,3.0,1.01,1.1,1.19,8.49,-4.58,-7.5,1139894733.600623,True
Fe 1,7030.51072885521,7030.5106,7030.37,7030.66,0.8861484527587891,0.844,0.9877682,0.9888279,0.11385154724121094,0.156,-3.24,3.0713,1.0,4.8349,1.0,1.47,0.49,0.98,8.2,-5.88,-7.73,864776004.8326617,True
Fe 1,7031.069227473458,7031.0692,7030.84,7031.3,0.6543395519256592,0.607,0.98888177,0.98904276,0.3456604480743408,0.393,-0.403,4.9913,5.0,6.7546,4.0,1.39,1.51,1.16,8.8,-5.16,-7.31,8413305683.894399,True
Ni 1,7031.95282508368,7031.9529,7031.81,7032.09,0.9016053676605225,0.865,0.9896662,0.98815006,0.09839463233947754,0.135,-1.897,3.5421,2.0,5.3053,2.0,1.49,1.09,1.29,8.27,-5.46,-7.56,642498949.9353217,True
Fe 1,7032.803734678732,7032.8038,7032.66,7032.94,0.8917365074157715,0.853,0.9899688,0.9873135,0.10826349258422852,0.147,-2.265,4.0758,4.0,5.8388,3.0,1.26,1.16,1.42,7.62,-6.03,-7.81,797207124.4310228,True
Fe 1,7034.2483375640895,7034.2483,7034.07,7034.42,0.8515522480010986,0.81,0.98970115,0.9881741,0.14844775199890137,0.19,-0.348,5.8251,6.0,7.5876,5.0,1.2,1.29,0.99,7.84,-3.84,-7.13,1390166738.488304,True
Si 1,7036.840566964238,7036.8406,7036.57,7037.11,0.7192354202270508,0.716,0.9898136,0.9896918,0.2807645797729492,0.284,-0.88,5.8708,2.0,7.6328,3.0,1.0,0.93,0.86,7.95,-3.63,-7.13,4725181667.636455,True
Fe 1,7040.160761804923,7040.1608,7039.94,7040.38,0.6808891296386719,0.622,0.9896928,0.9890958,0.3191108703613281,0.378,-1.3,4.2176,1.0,5.9787,1.0,1.49,0.01,0.75,8.42,-5.17,933.247,7183851214.086874,True
Fe 1,7040.70974984346,7040.71,7040.55,7040.87,0.8755637407302856,0.83,0.9879241,0.989734,0.12443625926971436,0.17,-1.99,4.2562,3.0,6.0172,3.0,1.24,1.11,1.18,8.3,-5.29,966.252,992977066.6001539,True
Co 1,7054.805761078455,7054.8126,7054.51,7054.97,0.7987607717514038,0.746,0.98891,0.98775953,0.2012392282485962,0.254,-1.62,1.9557,1.5,3.7132,2.5,1.48,1.36,1.27,7.56,-6.21,238.246,2220956112.994379,True
Si 1,7060.879814245565,7060.8798,7060.39,7061.43,0.7826956510543823,0.75,0.9896757,0.9899404,0.21730434894561768,0.25,-0.654,6.2227,2.0,7.9786,3.0,1.0,1.11,1.22,7.98,-2.73,-6.66,1975878759.9321215,True
Mg 1,7062.355911961117,7062.3559,7061.86,7062.79,0.8192768692970276,0.771,0.98983777,0.9896769,0.1807231307029724,0.229,-1.351,5.7532,2.0,7.5088,3.0,99.0,99.0,99.0,0.0,0.0,0.0,1341939885.5166674,True
Ni 1,7064.915703938891,7064.9156,7064.78,7065.05,0.9175785183906555,0.884,0.9898043,0.9894095,0.08242148160934448,0.116,-3.587,1.9508,1.0,3.7057,2.0,1.04,1.5,1.72,7.81,-6.12,-7.81,450770646.329554,True
Ni 1,7065.484024846385,7065.484,7065.35,7065.62,0.9214227795600891,0.896,0.98893803,0.9894319,0.07857722043991089,0.104,-1.038,4.5379,2.0,6.2927,2.0,1.01,1.19,1.1,8.49,-4.5,-7.5,398129946.7549528,True
Fe 1,7070.3591234465075,7070.3577,7070.17,7070.7,0.6754856109619141,0.606,0.98857963,0.98911154,0.32451438903808594,0.394,-1.38,4.0758,4.0,5.8294,3.0,1.26,1.35,1.14,8.2,-5.85,-7.75,6764084947.940227,True
Fe 1,7070.524229536098,7070.5482,7070.52,7070.7,0.8724891841411591,0.849,0.87289834,0.98911154,0.12751081585884094,0.151,-1.397,4.913,4.0,6.6665,4.0,1.49,1.23,1.36,8.74,-4.94,-7.51,511461190.32687014,True
Fe 1,7073.79160185209,7073.8097,7073.56,7074.0,0.8175045251846313,0.847,0.98922765,0.9897768,0.18249547481536865,0.153,-1.7,4.607,2.0,6.3597,3.0,1.84,1.35,0.85,8.5,-5.29,729.273,1932075488.4214876,True
Fe 1,7084.101142380927,7084.1011,7083.94,7084.26,0.8617089986801147,0.8220000000000001,0.9893059,0.988588,0.13829100131988525,0.178,-1.118,5.0856,2.0,6.8358,2.0,1.0,1.51,1.25,8.79,-4.96,-7.31,1277999341.3319314,True
Fe 1,7085.347690824576,7085.3474,7085.18,7085.52,0.8431932926177979,0.7969999999999999,0.98995125,0.9893416,0.15680670738220215,0.203,-1.202,4.913,4.0,6.6628,5.0,1.49,1.25,0.77,8.74,-4.66,-7.52,1659113001.6835701,True
Al 1,7085.922304138756,7085.9222,7085.72,7086.13,0.9211626052856445,0.883,0.9898945,0.989387,0.07883739471435547,0.117,-1.111,4.0215,1.5,5.7712,2.5,99.0,99.0,99.0,0.0,0.0,0.0,290700457.07007986,True
Al 1,7086.596545751537,7086.5964,7086.36,7086.75,0.8932607173919678,0.85,0.989439,0.9649974,0.10673928260803223,0.15,-0.956,4.0216,2.5,5.7712,3.5,99.0,99.0,99.0,0.0,0.0,0.0,487002205.8495922,True
Co 1,7086.936459605808,7086.9367,7086.76,7087.13,0.6542906761169434,0.5609999999999999,0.9644915,0.98921746,0.34570932388305664,0.439,-1.115,1.8826,2.5,3.6321,3.5,1.52,1.43,1.31,7.6,-6.21,-7.8,9049814067.610746,True
Fe 1,7088.678592968097,7088.6784,7088.5,7088.9,0.8024322986602783,0.743,0.9897992,0.9886185,0.19756770133972168,0.257,-2.356,3.6025,3.0,5.3516,4.0,1.66,1.66,1.65,8.24,-5.41,-7.58,2687656098.4473925,True
Si 1,7089.246335384348,7089.2467,7088.91,7089.58,0.929207444190979,0.862,0.988641,0.9899783,0.070792555809021,0.138,-1.117,6.2227,2.0,7.9716,3.0,1.0,1.23,1.46,8.1,-2.19,-6.73,155658641.16598922,True
Fe 1,7092.338482017906,7092.3385,7092.11,7092.57,0.662482500076294,0.607,0.9887223,0.989229,0.33751749992370605,0.393,-1.21,4.2305,0.0,5.9787,1.0,0.0,0.01,0.01,8.42,-5.17,934.248,8085785153.70406,True
Fe 1,7093.876539416458,7093.8765,7093.72,7094.03,0.8726381063461304,0.835,0.9897657,0.9890286,0.12736189365386963,0.165,-1.298,4.9556,3.0,6.7034,4.0,1.5,1.1,0.48,8.73,-4.66,-7.51,1097242912.620782,True
Fe 1,7097.34487695897,7097.363,7097.17,7097.52,0.8195031881332397,0.8260000000000001,0.98729604,0.98776215,0.18049681186676025,0.174,-2.02,4.2089,2.0,5.9558,2.0,1.49,0.99,1.24,7.85,-5.31,918.248,2130824217.9874022,True
Fe 1,7109.419009412798,7109.419,7109.24,7109.6,0.6979124546051025,0.626,0.98778456,0.9884103,0.30208754539489746,0.374,-1.343,4.1864,2.0,5.9303,2.0,0.68,0.47,0.57,7.59,-6.03,-7.82,7015902907.964258,True
Ni 1,7112.860507798191,7112.8685,7112.69,7113.03,0.7846875190734863,0.76,0.9897223,0.9896907,0.21531248092651367,0.24,-3.167,1.9354,2.0,3.6785,3.0,1.21,1.36,1.5,7.44,-6.19,-7.81,3387878097.5559344,True
Fe 1,7114.128288607827,7114.1283,7113.97,7114.29,0.811793327331543,0.748,0.98727083,0.98846364,0.18820667266845703,0.252,-2.998,2.9904,4.0,4.7331,3.0,1.05,1.32,0.63,8.21,-5.91,374.238,2555172896.730048,True
Fe 1,7121.984038023239,7121.9841,7121.85,7122.12,0.9181234836578369,0.89,0.98849,0.9889471,0.08187651634216309,0.11,-1.936,4.5585,3.0,6.2994,4.0,1.66,1.57,1.44,8.6,-5.07,-7.54,440000774.8486875,True
Ni 1,7124.160727020929,7124.1636,7123.75,7124.58,0.48191308975219727,0.45599999999999996,0.989761,0.9896032,0.5180869102478027,0.544,-0.127,3.5421,2.0,5.2825,3.0,1.49,1.34,1.2,8.27,-4.81,-7.56,18695972505.996075,True
Fe 1,7129.531975152632,7129.532,7129.36,7129.7,0.8222813606262207,0.776,0.98999494,0.98870414,0.1777186393737793,0.224,-1.046,4.988,2.0,6.7271,2.0,1.5,0.76,1.13,8.73,-4.39,-7.52,2204034739.550791,True
Fe 1,7131.306125453651,7131.306,7131.14,7131.47,0.8590375185012817,0.819,0.98986024,0.9891393,0.14096248149871826,0.181,-1.126,5.0638,3.0,6.8024,3.0,1.25,1.51,1.38,8.8,-5.01,-7.31,1333944503.7824078,True
Fe 1,7132.886386975313,7132.8864,7132.56,7133.16,0.5660290718078613,0.525,0.98954386,0.9789963,0.43397092819213867,0.475,-0.79,4.2176,1.0,5.9558,2.0,1.49,0.99,0.74,8.42,-5.31,914.246,12996783978.178125,True
Fe 1,7133.324101408362,7133.3255,7133.17,7133.47,0.913902997970581,0.893,0.97873706,0.9877993,0.08609700202941895,0.107,-0.904,5.6142,2.0,7.3523,1.0,1.2,1.64,0.98,8.3,-4.12,-7.47,403068905.2469577,True
Fe 1,7134.952563155709,7134.9526,7134.78,7135.13,0.7405316829681396,0.6719999999999999,0.9876568,0.9894976,0.25946831703186035,0.328,-1.628,4.0758,4.0,5.8135,4.0,1.26,1.34,1.3,7.8,-5.86,-7.79,5088034864.184241,True
Fe 1,7144.485615725516,7144.4856,7144.3,7144.67,0.7638018131256104,0.7110000000000001,0.9898123,0.9895143,0.23619818687438965,0.289,-0.848,4.9556,3.0,6.691,3.0,1.5,1.11,1.31,8.73,-4.77,-7.51,4022138548.682473,True
Fe 1,7147.276274335951,7147.2762,7147.1,7147.46,0.7513983249664307,0.6930000000000001,0.9871316,0.9894587,0.24860167503356934,0.307,-1.145,4.607,2.0,6.3417,2.0,1.84,1.95,1.89,8.49,-5.2,-7.54,4531708688.765108,True
Ca 1,7150.120504641985,7150.1205,7149.69,7150.49,0.44053077697753906,0.41300000000000003,0.98954916,0.9841501,0.5594692230224609,0.587,0.137,2.709,2.0,4.443,2.0,1.01,0.89,0.95,7.664,-6.009,-7.798,22209989101.945602,True
Fe 1,7150.694650982261,7150.6953,7150.5,7150.86,0.868874192237854,0.83,0.9842254,0.9894878,0.131125807762146,0.17,-1.957,4.2833,2.0,6.0172,3.0,1.0,1.11,1.22,8.3,-5.29,-7.54,1088733064.3080122,True
Fe 1,7153.440695512217,7153.4407,7153.29,7153.59,0.8662904500961304,0.815,0.9887206,0.98837405,0.13370954990386963,0.185,-3.73,2.4844,0.0,4.2176,1.0,0.0,1.49,1.49,8.3,-6.16,316.248,1255788641.268256,True
Fe 1,7157.6022430384455,7157.6023,7157.42,7157.79,0.7462465763092041,0.6930000000000001,0.9872919,0.9890101,0.2537534236907959,0.307,-0.725,5.0095,1.0,6.7417,2.0,1.5,1.24,1.11,8.73,-4.81,-7.51,4669324149.536792,True
Fe 1,7160.449864255872,7160.4499,7160.32,7160.58,0.92853182554245,0.9,0.9880596,0.98823434,0.07146817445755005,0.1,-2.89,3.6537,2.0,5.3852,3.0,1.84,1.76,1.68,8.24,-5.41,750.253,327365037.1648803,True
Fe 1,7164.317871328471,7164.3179,7164.15,7164.48,0.8346809148788452,0.791,0.98957163,0.9877264,0.16531908512115479,0.209,-1.064,5.0203,0.0,6.7509,1.0,0.0,1.47,1.47,8.73,-4.76,-7.51,1908121098.9724715,True
Fe 1,7166.42273399708,7166.4219,7166.04,7166.6,0.5024163722991943,0.45899999999999996,0.98950696,0.820825,0.49758362770080566,0.541,-0.372,4.1909,2.0,5.9209,3.0,1.5,1.24,0.98,8.41,-5.37,-7.55,14653029765.727854,True
Si 1,7166.645416936211,7166.6627,7166.61,7166.93,0.8143180012702942,0.8200000000000001,0.82004154,0.98955613,0.1856819987297058,0.18,-1.28,5.8708,2.0,7.6009,3.0,1.0,0.87,0.75,7.94,-3.5,-7.13,919916340.270689,True
Fe 1,7177.898631762025,7177.8986,7177.72,7178.07,0.7824447154998779,0.726,0.98998857,0.9875106,0.21755528450012207,0.274,-1.311,4.5585,3.0,6.2858,2.0,1.66,1.61,1.71,8.51,-5.31,-7.54,3440643290.0197997,True
Fe 1,7178.8523358161265,7178.8524,7178.66,7179.04,0.7324731349945068,0.679,0.9887638,0.98767596,0.26752686500549316,0.321,-0.69,4.988,2.0,6.7151,3.0,1.5,1.14,0.78,8.73,-4.81,-7.51,5220462742.896858,True
Fe 1,7181.973247577538,7181.9732,7181.83,7182.12,0.8728237152099609,0.821,0.986862,0.98793703,0.12717628479003906,0.179,-4.78,1.4849,4.0,3.2112,4.0,1.25,1.5,1.38,7.19,-6.22,248.25,1135979845.3847084,True
Fe 1,7183.1731632876,7183.1732,7182.95,7183.4,0.631227970123291,0.569,0.9895068,0.98939455,0.368772029876709,0.431,-1.026,4.2204,4.0,5.9464,4.0,1.34,1.29,1.32,8.3,-5.38,-7.54,10324301851.300474,True
Ni 1,7183.9291698235365,7183.9483,7183.69,7184.16,0.6016097068786621,0.606,0.9884297,0.98910826,0.3983902931213379,0.394,-0.74,3.7434,0.0,5.4692,1.0,0.0,0.5,0.5,8.29,-5.29,-7.56,11532863257.294367,True
Si 1,7186.865517890677,7186.8654,7186.71,7187.02,0.8939454555511475,0.885,0.98798436,0.9875263,0.10605454444885254,0.115,-1.82,5.6135,1.0,7.3387,1.0,0.5,0.5,0.5,7.94,-5.23,-7.32,709717601.4784707,True
Fe 1,7189.2973600146615,7189.2974,7188.78,7189.84,0.455249547958374,0.41600000000000004,0.98962075,0.9898927,0.544750452041626,0.584,-0.147,4.1034,4.0,5.8279,5.0,1.5,1.42,1.27,8.41,-5.33,-7.55,19431396824.980946,True
Fe 1,7191.126186482978,7191.1261,7190.95,7191.3,0.7733654975891113,0.7030000000000001,0.98907113,0.9885359,0.22663450241088867,0.297,-2.771,3.0713,1.0,4.7955,2.0,1.47,1.15,0.99,8.2,-5.89,344.26,3797583404.265195,True
Ti 1,7191.858943225887,7191.8584,7191.73,7191.98,0.9274263381958008,0.886,0.9874263,0.97173387,0.07257366180419922,0.114,-0.3,2.5783,5.0,4.3023,5.0,1.01,1.02,1.02,7.97,-6.02,-7.74,274374798.8981421,True
Fe 1,7192.103346700953,7192.104,7191.99,7192.24,0.9261338114738464,0.897,0.9711143,0.98976463,0.07386618852615356,0.103,-3.42,3.111,0.0,4.8349,1.0,0.0,0.49,0.49,8.2,-5.88,349.26,290278531.44436026,True
Fe 1,7193.615874415375,7193.6158,7193.44,7193.79,0.8072452545166016,0.76,0.9889511,0.98785967,0.19275474548339844,0.24,-0.984,4.988,2.0,6.7116,1.0,1.5,1.55,1.48,8.73,-4.64,-7.52,2614812437.928373,True
Fe 1,7194.404291403468,7194.404,7194.24,7194.6,0.8765325546264648,0.844,0.9889669,0.98966026,0.12346744537353516,0.156,-1.272,5.0095,1.0,6.7329,0.0,1.5,0.0,1.5,8.74,-4.57,-7.51,978242668.7315416,True
Mg 1,7195.154760339332,7195.1547,7194.68,7195.4,0.7586081027984619,0.733,0.9899689,0.96104586,0.24139189720153809,0.267,-1.194,5.7532,2.0,7.4764,3.0,99.0,99.0,99.0,0.0,0.0,0.0,2640924166.4847946,True
Si 1,7195.565659816923,7195.5683,7195.41,7195.75,0.8940766453742981,0.893,0.9612791,0.9886137,0.1059233546257019,0.107,-1.86,5.6157,2.0,7.3388,2.0,1.17,1.1,1.13,7.95,-4.86,-7.32,518017160.3356004,True
Fe 1,7196.884128117908,7196.8842,7196.72,7197.04,0.8602768182754517,0.821,0.98987496,0.9877065,0.13972318172454834,0.179,-1.175,5.0203,0.0,6.743,1.0,0.0,0.76,0.76,8.73,-5.89,-7.51,1346219068.190987,True
Ni 1,7198.997431265696,7199.0087,7198.8,7199.19,0.656151533126831,0.622,0.9894656,0.98882455,0.34384846687316895,0.378,-2.737,1.9354,2.0,3.6576,1.0,1.43,1.36,1.46,8.11,-6.13,-7.81,9201072372.264042,True
Fe 1,7201.7727484279985,7201.7728,7201.62,7201.92,0.897436261177063,0.866,0.9896244,0.9881668,0.10256373882293701,0.134,-1.34,5.0331,4.0,6.7546,4.0,1.33,1.51,1.42,8.79,-5.16,-7.31,696609243.1244102,True
Ca 1,7204.1850442940095,7204.1851,7203.9,7204.47,0.5000526905059814,0.469,0.98909354,0.9890839,0.49994730949401855,0.531,-0.262,2.709,2.0,4.43,2.0,1.01,0.75,0.88,7.636,-6.009,-7.798,19044361383.236916,True
Fe 1,7209.101916051917,7209.0979,7208.83,7209.21,0.6445984840393066,0.5880000000000001,0.9899391,0.785713,0.35540151596069336,0.412,-1.271,4.0758,4.0,5.7956,3.0,1.26,1.4,1.06,8.06,-6.03,-7.77,6240731488.828933,True
Fe 1,7209.3725508495845,7209.3729,7209.22,7209.85,0.4717371463775635,0.43200000000000005,0.7845326,0.9898227,0.5282628536224365,0.568,-0.2,4.1544,3.0,5.8741,4.0,1.49,1.33,1.09,8.42,-5.27,-7.55,15830550036.2203,True
Ti 1,7211.4227582654285,7211.4228,7211.24,7211.61,0.6895079612731934,0.589,0.98707074,0.98887837,0.31049203872680664,0.411,-0.43,1.4601,4.0,3.1794,3.0,1.26,1.33,1.16,8.0,-6.07,263.263,7505781766.548532,True
Fe 1,7214.42315967804,7214.4232,7214.24,7214.61,0.7588937282562256,0.7070000000000001,0.98764515,0.98857063,0.24110627174377441,0.293,-0.825,4.9556,3.0,6.6742,2.0,1.5,1.42,1.59,8.73,-4.37,-7.52,4201165625.5048,True
Ti 2,7216.717442895861,7216.7175,7216.55,7216.88,0.7990894317626953,0.804,0.98863465,0.9867598,0.2009105682373047,0.196,-1.74,2.5903,8.0,4.3083,2.0,99.0,99.0,99.0,0.0,0.0,0.0,2971221960.389345,True
Ti 1,7218.172453138912,7218.1726,7218.03,7218.32,0.8869049549102783,0.8220000000000001,0.9871762,0.98897505,0.11309504508972168,0.178,-1.2,1.4432,3.0,3.1608,2.0,1.08,1.47,0.69,6.54,-6.1,273.264,887241529.4924054,True
Si 1,7220.459022758779,7220.459,7220.18,7220.74,0.9133336544036865,0.867,0.98976785,0.9898704,0.08666634559631348,0.133,-1.163,6.191,3.0,7.9081,4.0,1.08,1.02,0.93,6.66,-2.49,-6.86,301745379.1309932,True
Fe 1,7221.671385904209,7221.6714,7221.49,7221.85,0.7573351860046387,0.6930000000000001,0.98968494,0.9890669,0.24266481399536133,0.307,-1.69,4.0758,4.0,5.7926,4.0,1.26,1.34,1.3,8.23,-5.75,-7.74,4423419716.094229,True
Fe 1,7223.191843216677,7223.1919,7223.01,7223.38,0.7505178451538086,0.692,0.98811466,0.9899079,0.2494821548461914,0.308,-1.184,4.5585,3.0,6.275,3.0,1.66,1.69,1.67,8.52,-5.11,-7.54,4606246881.204636,True
Fe 2,7224.381689430878,7224.3817,7224.24,7224.52,0.9102963209152222,0.89,0.9898152,0.98864627,0.08970367908477783,0.11,-3.36,3.8887,1.5,5.6049,0.5,1.2,-0.02,1.51,8.56,-6.53,187.301,550348827.1739814,True
Fe 1,7225.648074688578,7225.6481,7225.45,7225.85,0.6275272369384766,0.5469999999999999,0.9872466,0.98840594,0.37247276306152344,0.453,-2.225,3.0173,2.0,4.7331,3.0,1.48,1.32,1.16,8.21,-5.91,-7.73,11048690388.029772,True
Fe 2,7226.4688749595525,7226.4689,7226.32,7226.61,0.8907229900360107,0.867,0.9895578,0.9871148,0.10927700996398926,0.133,-3.24,3.8892,0.5,5.6049,0.5,0.0,-0.02,-0.01,8.56,-6.53,187.301,827958059.1549311,True
Fe 1,7227.998987701338,7227.9905,7227.83,7228.06,0.8937520980834961,0.867,0.98851645,0.90736485,0.1062479019165039,0.133,-0.522,5.8723,6.0,7.5876,5.0,1.31,1.29,1.36,7.84,-3.84,-7.13,362960763.31325173,True
Si 1,7228.197371952991,7228.1995,7228.07,7228.39,0.8236939907073975,0.815,0.90774626,0.98979616,0.17630600929260254,0.185,-1.51,5.6135,1.0,7.3288,2.0,0.5,0.98,1.22,7.97,-4.46,-7.32,1417829521.3647075,True
Fe 1,7230.687835671859,7230.6878,7230.53,7230.84,0.8501265048980713,0.795,0.98947823,0.98751384,0.1498734951019287,0.205,-3.38,2.7586,3.0,4.4733,3.0,0.76,0.79,0.77,7.96,-6.08,305.272,1617411847.4689627,True
Si 1,7234.836752086066,7237.323,7234.84,7234.83,0.9999446484725922,0.8109999999999999,0.99994445,0.9999445,5.535152740776539e-05,0.189,-1.49,5.6157,2.0,7.3288,2.0,1.17,0.98,1.07,7.96,-4.46,-7.32,0.0,True
Si 1,7237.32302136983,7237.323,7237.14,7237.51,0.8214941024780273,0.8109999999999999,0.98807216,0.9882034,0.17850589752197266,0.189,-1.49,5.6157,2.0,7.3288,2.0,1.17,0.98,1.07,7.96,-4.46,-7.32,2091434228.5445035,True
Si 1,7237.81195032561,7237.8121,7237.64,7237.98,0.8949427008628845,0.884,0.9891317,0.9892721,0.10505729913711548,0.116,-1.81,5.6157,2.0,7.3287,3.0,1.17,1.27,1.37,7.96,-3.81,-7.32,674034812.020831,True
Fe 1,7241.861645215799,7241.8617,7241.7,7242.02,0.8322365283966064,0.78,0.9884927,0.9873413,0.16776347160339355,0.22,-1.852,4.2089,2.0,5.9209,3.0,1.49,1.24,0.98,7.85,-5.37,-7.55,2030169077.2865667,True
Fe 1,7246.842631660709,7246.8358,7246.64,7247.05,0.6656746864318848,0.685,0.98795,0.9897635,0.33432531356811523,0.315,-0.741,4.9556,3.0,6.6665,4.0,1.5,1.23,0.81,8.73,-4.94,-7.51,8535035713.657555,True
Si 1,7252.625108862422,7252.6251,7252.4,7252.85,0.7506765127182007,0.743,0.98900473,0.98919725,0.24932348728179932,0.257,-1.22,5.6192,3.0,7.3287,3.0,1.33,1.27,1.3,7.95,-3.81,-7.32,4050072307.216225,True
Ti 1,7253.707857543823,7253.7078,7253.53,7253.88,0.7730355262756348,0.677,0.98990977,0.98819435,0.22696447372436523,0.323,-0.76,1.4298,2.0,3.139,1.0,0.67,0.5,0.76,8.0,-6.09,320.246,3857309295.6867065,True
Fe 1,7260.881711952116,7260.8817,7260.74,7261.02,0.9013184309005737,0.861,0.98918384,0.98803204,0.09868156909942627,0.139,-4.214,2.1759,3.0,3.8835,3.0,1.67,1.32,1.49,6.75,-6.15,-7.82,681879594.741753,True
Fe 1,7262.990352966977,7262.9901,7262.85,7263.13,0.8924193382263184,0.851,0.98689514,0.97752357,0.10758066177368164,0.149,-3.61,2.7275,4.0,4.4346,4.0,1.05,1.1,1.08,7.99,-6.08,301.273,741357020.1229169,True
Fe 1,7263.290730102314,7263.2882,7263.14,7263.38,0.8832199573516846,0.851,0.9778004,0.923381,0.11678004264831543,0.149,-1.397,4.913,4.0,6.62,3.0,1.49,1.35,1.69,8.73,-4.69,-7.51,525049757.30640423,True
Fe 1,7263.518629092961,7263.5192,7263.39,7263.71,0.7863366603851318,0.733,0.92294943,0.9862336,0.21366333961486816,0.267,-1.325,4.5585,3.0,6.2655,3.0,1.66,1.62,1.64,8.56,-5.78,-7.54,2695131066.410221,True
Ni 1,7263.923355946028,7263.9352,7263.72,7264.11,0.6745514869689941,0.644,0.9857841,0.9869854,0.32544851303100586,0.356,-2.787,1.9508,1.0,3.6576,1.0,1.43,1.5,1.46,8.11,-6.13,-7.81,8160068851.320225,True
Si 1,7274.037793556109,7274.0377,7273.85,7274.23,0.9108865261077881,0.892,0.988809,0.9895983,0.08911347389221191,0.108,-1.377,6.0986,2.0,7.8031,3.0,1.5,1.3,1.1,8.25,-3.25,-6.94,420986874.0637844,True
Si 1,7277.300611247471,7277.3006,7276.9,7277.7,0.6460518836975098,0.655,0.98958737,0.9896091,0.35394811630249023,0.345,-0.848,5.6157,2.0,7.3194,3.0,1.17,0.88,0.6,8.01,-3.63,1688.313,7231855498.44631,True
Fe 1,7284.365930337686,7284.3648,7284.15,7284.55,0.806151270866394,0.766,0.98931265,0.96115196,0.19384872913360596,0.234,-0.977,5.0095,1.0,6.7116,1.0,1.5,1.55,1.53,8.73,-4.64,-7.52,2289025430.366895,True
Si 1,7284.82304025153,7284.8227,7284.56,7285.37,0.7807643413543701,0.744,0.96081966,0.9898957,0.21923565864562988,0.256,-0.626,6.206,4.0,7.908,5.0,1.25,1.2,1.1,6.56,-2.55,-6.86,1968007587.464287,True
Fe 1,7286.841500009768,7286.8415,7286.67,7287.02,0.7904815673828125,0.731,0.9880397,0.9894606,0.2095184326171875,0.269,-1.75,4.1426,3.0,5.8441,2.0,1.07,1.22,0.92,8.16,-5.95,-7.75,3256762459.1830654,True
Fe 1,7287.282680260117,7287.2828,7287.12,7287.44,0.8866099119186401,0.85,0.98965603,0.988964,0.11339008808135986,0.15,-1.7,4.607,2.0,6.3083,1.0,1.84,1.66,1.92,8.49,-5.17,735.268,862065354.4938648,True
Fe 1,7290.744655743083,7290.7442,7290.5,7290.94,0.6341147422790527,0.5760000000000001,0.98904824,0.9472581,0.36588525772094727,0.424,-1.035,4.2204,4.0,5.9209,3.0,1.34,1.24,1.51,8.32,-5.37,-7.55,9581091643.161343,True
Si 1,7291.183071133787,7291.1832,7290.95,7291.62,0.6067209243774414,0.621,0.946526,0.989964,0.3932790756225586,0.379,-0.68,5.6192,3.0,7.3197,4.0,1.33,1.13,0.82,7.98,-4.27,1689.313,8918321645.033651,True
Ni 1,7292.877885876737,7292.8779,7292.72,7293.04,0.8807461261749268,0.852,0.9886631,0.98991066,0.11925387382507324,0.148,-0.017,5.3424,5.0,7.0425,5.0,1.23,1.18,1.2,8.94,-4.8,-7.51,968033894.395192,True
Ni 1,7293.465533471273,7293.4712,7293.28,7293.65,0.733471155166626,0.737,0.98866004,0.9888451,0.266528844833374,0.263,-3.087,1.9354,2.0,3.6353,3.0,1.09,1.36,1.63,7.94,-6.12,-7.81,5375973568.06445,True
Fe 1,7294.844929675233,7294.8389,7294.64,7294.92,0.7207798957824707,0.6719999999999999,0.98872817,0.77906966,0.2792201042175293,0.328,-1.103,4.5585,3.0,6.2581,4.0,1.66,1.59,1.47,8.53,-5.45,-7.55,3200894290.5554633,True
Fe 1,7295.050028611534,7295.0523,7294.93,7295.29,0.6117599010467529,0.5569999999999999,0.7805404,0.9893141,0.38824009895324707,0.443,-0.897,4.2562,3.0,5.9558,2.0,1.24,0.99,1.5,8.32,-5.31,-7.55,7951589359.092181,True
Fe 1,7297.006391092462,7297.0064,7296.84,7297.17,0.8401633501052856,0.794,0.98942494,0.98849195,0.15983664989471436,0.206,-1.489,4.607,2.0,6.3061,2.0,1.84,1.8,1.82,8.54,-5.38,-7.54,1831358359.5629568,True
Fe 1,7298.592890144847,7298.5871,7298.44,7298.67,0.9003883004188538,0.878,0.9882211,0.92175215,0.09961169958114624,0.122,-0.831,5.6066,3.0,7.3054,2.0,1.35,1.68,1.03,8.28,-4.86,-7.46,363382719.7839533,True
Fe 1,7298.794712571876,7298.7965,7298.68,7298.98,0.8517165184020996,0.81,0.9213193,0.98995984,0.1482834815979004,0.19,-0.847,5.3085,5.0,7.0072,4.0,1.59,1.71,1.34,8.19,-3.67,-7.26,1019293493.1765169,True
